Feature_Name,Diameter,Center_Latitude,Center_Longitude,Northern_Latitude,Southern_Latitude,Eastern_Longitude,Western_Longitude,Feature_Type,Quad,Approval_Status,Origin
Basin,15.53,17.82,107,17.95,17.69,107.14,106.86,"Crater, craters",mc14,Approved,"Town in Wyoming, USA."
Batoka,14.96,-7.55,-36.65,-7.43,-7.68,-36.53,-36.78,"Crater, craters",mc19,Approved,Town in Zambia.
Batoş,17.33,21.5,-29.5,21.65,21.36,-29.34,-29.66,"Crater, craters",mc11,Approved,Town in Romania.
Batson,75,-28.91,84.15,-28.24,-29.54,84.85,83.41,"Crater, craters",mc21,Approved,Raymond Milner; American geologist and photogrammetrist (1931-2013).
Baucau,17.94,-28.37,-55.1,-28.22,-28.52,-54.93,-55.28,"Crater, craters",mc18,Approved,Town in Timor-Leste.
Baum,62,-24.72,28.3,-24.22,-25.22,28.88,27.72,"Crater, craters",mc20,Approved,William Alvin; American astronomer (1924-2012).
Baykonyr,3.9,46.41,132.68,46.44,46.38,132.73,132.63,"Crater, craters",mc07,Approved,Soviet launch site.
Bazas,16.43,-27.78,93.38,-27.64,-27.92,93.54,93.23,"Crater, craters",mc22,Approved,Town in France.
Becquerel,165.23,21.89,-7.94,23.29,20.5,-6.43,-9.44,"Crater, craters",mc11,Approved,Antoine H.; French physicist (1852-1908).
Beer,85.5,-14.47,-8.17,-13.75,-15.19,-7.42,-8.91,"Crater, craters",mc19,Approved,Wilhelm; German astronomer (1797-1850).
Beloha,31.74,-39.58,56.71,-39.31,-39.84,57.06,56.37,"Crater, craters",mc27,Approved,Town in Madagascar.
Beltra,7.17,18.01,102.4,18.07,17.95,102.47,102.34,"Crater, craters",mc14,Approved,Town in Ireland.
Belva,0.9,18.48,77.38,18.49,18.47,77.39,77.37,"Crater, craters",mc13,Approved,"Town in West Virginia, USA."
Belyov,0.2,-45.02,-158.01,-45.02,-45.02,-158.01,-158.01,"Crater, craters",mc24,Approved,"(Belev) Town in Tula region, Russia."
Belz,10.21,21.57,-43.23,21.66,21.49,-43.13,-43.32,"Crater, craters",mc11,Approved,Town in Ukraine.
Bend,3.7,-22.4,-27.74,-22.37,-22.43,-27.7,-27.77,"Crater, craters",mc19,Approved,"Town in Oregon, USA."
Bentham,11.36,-55.78,-40.55,-55.68,-55.88,-40.38,-40.72,"Crater, craters",mc26,Approved,Town in England.
Bentong,10.32,-22.31,-19.04,-22.22,-22.39,-18.95,-19.13,"Crater, craters",mc19,Approved,Town in Malaysia.
Bernard,128.1,-23.24,-154.21,-22.16,-24.32,-153.03,-155.38,"Crater, craters",mc16,Approved,P.; French atmospheric scientist.
Berseba,36.83,-4.4,-37.6,-4.09,-4.71,-37.28,-37.91,"Crater, craters",mc19,Approved,Town in Namibia.
Beruri,45.12,5.27,81.24,5.65,4.89,81.62,80.85,"Crater, craters",mc13,Approved,Town in Brazil.
Betio,32.44,-23.13,-78.65,-22.87,-23.4,-78.35,-78.95,"Crater, craters",mc18,Approved,Village in Kiribati.
Bhor,5.73,41.75,134.53,41.8,41.7,134.6,134.47,"Crater, craters",mc07,Approved,Town in India.
Bianchini,70.71,-63.85,-95.29,-63.26,-64.45,-93.93,-96.63,"Crater, craters",mc25,Approved,Francesco; Italian astronomer (1662-1729).
Biblis Patera,53.65,2.36,-123.82,2.81,1.9,-123.36,-124.27,"Patera, paterae",mc09,Approved,Classical albedo feature name.
Biblis Tholus,168.6,2.52,-124.38,3.85,1.38,-123.02,-125.74,"Tholus, tholi",mc09,Approved,Classical albedo feature name.
Bigbee,20.86,-24.78,-34.75,-24.6,-24.95,-34.55,-34.94,"Crater, craters",mc19,Approved,"Town in Mississippi, USA."
Bira,2.7,25.1,-45.54,25.12,25.08,-45.52,-45.57,"Crater, craters",mc10,Approved,Town in Russia.
Bise,9.21,20.22,-56.83,20.3,20.15,-56.74,-56.91,"Crater, craters",mc10,Approved,Town in Okinawa.
Bison,15.28,-26.31,-29.15,-26.17,-26.43,-29,-29.29,"Crater, craters",mc19,Approved,"Town in Kansas, USA."
Bjerknes,88.64,-43.01,171.48,-42.26,-43.76,172.51,170.46,"Crater, craters",mc29,Approved,Vilhelm F.; Norwegian physicist (1862-1951).
Bland,6.63,18.3,108.76,18.35,18.24,108.81,108.7,"Crater, craters",mc14,Approved,"Town in Missouri, USA."
Bled,7.69,21.58,-31.46,21.65,21.52,-31.39,-31.53,"Crater, craters",mc11,Approved,Town in Slovenia.
Blitta,12.95,-25.9,-20.96,-25.79,-26,-20.84,-21.08,"Crater, craters",mc19,Approved,Town in Togo.
Blois,11.58,23.6,-55.85,23.7,23.5,-55.74,-55.96,"Crater, craters",mc10,Approved,Town in France.
Bluff,6.75,23.47,110.03,23.52,23.41,110.09,109.97,"Crater, craters",mc14,Approved,Town in New Zealand.
Blunck,66.49,-27.23,-36.9,-26.7,-27.76,-36.26,-37.53,"Crater, craters",mc19,Approved,Jürgen; German historian (1935-2008).
Boeddicker,107.12,-14.82,162.49,-13.92,-15.73,163.42,161.56,"Crater, craters",mc23,Approved,Otto; German astronomer (1853-1937).
Bogia,37.68,-44.31,83.27,-43.99,-44.63,83.71,82.83,"Crater, craters",mc28,Approved,Town in Papua New Guinea.
Bogra,21.31,-24.16,-28.8,-23.98,-24.34,-28.6,-29,"Crater, craters",mc19,Approved,Town in Bangladesh.
Bok,7.34,20.58,-31.6,20.64,20.52,-31.54,-31.67,"Crater, craters",mc11,Approved,Town in New Guinea.
Bole,8.54,25.35,-53.99,25.43,25.28,-53.91,-54.07,"Crater, craters",mc10,Approved,Town in Ghana.
Bombala,37.14,-27.6,106.13,-27.29,-27.92,106.49,105.78,"Crater, craters",mc22,Approved,"Town in New S. Wales, Australia."
Bond,104.69,-32.79,-35.94,-31.91,-33.68,-34.88,-36.98,"Crater, craters",mc26,Approved,George P.; American astronomer (1825-1865).
Bonestell,40.67,42,-30.39,42.34,41.66,-29.92,-30.85,"Crater, craters",mc04,Approved,Chesley; American space artist (1888-1986).
Boola,17.25,81.26,-105.19,81.41,81.12,-104.23,-106.16,"Crater, craters",mc01,Approved,Town in Guinea.
Bopolu,18.89,-2.96,-6.3,-2.8,-3.12,-6.14,-6.46,"Crater, craters",mc19,Approved,Town in Liberia.
Bor,4.28,18.17,-33.68,18.2,18.13,-33.64,-33.72,"Crater, craters",mc11,Approved,Town in Russia.
Bordeaux,2.01,23.13,-48.89,23.15,23.12,-48.87,-48.91,"Crater, craters",mc10,Approved,French port.
Boreales Scopuli,873,88.88,-90.16,90,81.75,0,0,"Scopulus, scopuli",mc01,Approved,Classical albedo feature name.
Boreosyrtis,0,54.68,70,54.68,54.68,70,70,Albedo Feature,mc06,Approved,"Northern continuation of Nilosyrtis; ""Syrtis of the north."""
Boreum Cavus,62.13,84.64,-20.15,85.09,84.09,-16.13,-27.32,"Cavus, cavi",mc01,Approved,Classical albedo feature name.
Boru,10.87,-24.34,-27.87,-24.25,-24.43,-27.77,-27.97,"Crater, craters",mc19,Approved,Town in Russia.
Bosporos Planum,729.58,-33.87,-64.49,-29.06,-38.14,-58.02,-72.77,"Planum, plana",mc25,Approved,Classical albedo feature name.
Bosporos Rupes,531.42,-42.74,-57.55,-39.3,-46.35,-54.32,-60.83,"Rupes, rupēs",mc26,Approved,Classical albedo feature name.
Bouguer,107.78,-18.46,27.27,-17.55,-19.37,28.23,26.31,"Crater, craters",mc20,Approved,Pierre; French physicist-hydrographer (1698-1758).
Boulia,9.99,-22.89,111.32,-22.8,-22.97,111.41,111.23,"Crater, craters",mc22,Approved,"Town in Queensland, Australia."
Bozkir,79.89,-44.14,-32.18,-43.46,-44.81,-31.24,-33.12,"Crater, craters",mc26,Approved,Town in Turkey.
Bradbury,63.2,2.58,85.8,3.1,2.06,86.34,85.26,"Crater, craters",mc13,Approved,Raymond Douglas “Ray”; American author (1920-2012).
Brashear,77.45,-53.81,-119.03,-53.16,-54.47,-117.91,-120.13,"Crater, craters",mc25,Approved,John A.; American astronomer (1840-1920).
Brazos Valles,387.51,-6.08,18.7,-2.69,-7.4,21.49,15.36,"Vallis, valles",mc20,Approved,"River in Texas, USA."
Bree,28.79,37.64,149.63,37.87,37.41,149.94,149.32,"Crater, craters",mc07,Approved,Town in Belgium.
Bremerhaven,2.69,23.7,-48.64,23.72,23.68,-48.62,-48.67,"Crater, craters",mc10,Approved,German port.
Briault,93.06,-9.98,89.68,-9.19,-10.76,90.48,88.89,"Crater, craters",mc21,Approved,P.; French astronomer (d. 1922).
Bridgetown,1.57,21.9,-47.08,21.91,21.88,-47.06,-47.09,"Crater, craters",mc10,Approved,Port of Barbados.
Bristol,3,22.09,-46.93,22.12,22.07,-46.9,-46.96,"Crater, craters",mc10,Approved,English port.
Broach,11.31,23.51,-56.89,23.61,23.42,-56.79,-57,"Crater, craters",mc10,Approved,Town in India.
Bronkhorst,17.75,-10.7,-55.21,-10.55,-10.85,-55.05,-55.36,"Crater, craters",mc18,Approved,Town in The Netherlands.
Brush,6.49,21.7,111.34,21.75,21.65,111.4,111.28,"Crater, craters",mc14,Approved,"Town in Colorado, USA."
Bulhar,18.24,50.36,134.52,50.51,50.21,134.76,134.28,"Crater, craters",mc07,Approved,Town in Somalia.
Bunge,70.83,-33.82,-48.59,-33.22,-34.42,-47.87,-49.3,"Crater, craters",mc26,Approved,"Andrey Aleksandrovich; Russian zoologist, permafrost investigator (Late 19th century), and Nicolai A.; Russian chemist."
Bunnik,29,-38.07,-142.1,-37.83,-38.32,-141.77,-142.37,"Crater, craters",mc24,Approved,Village in the Netherlands.
Burroughs,112.69,-72.29,117.1,-71.33,-73.25,120.24,113.95,"Crater, craters",mc30,Approved,Edgar R.; American novelist (1875-1950).
Burton,119.26,-13.88,-156.33,-12.87,-14.89,-155.29,-157.36,"Crater, craters",mc16,Approved,Charles E.; British astronomer (1846-1882).
Buta,11.27,-23.25,-32.41,-23.15,-23.34,-32.31,-32.51,"Crater, craters",mc19,Approved,Town in Zaire.
Butte,12.55,-5.08,-38.91,-4.98,-5.19,-38.8,-39.02,"Crater, craters",mc19,Approved,"Town in Montana, USA."
Buvinda Vallis,134.17,33.17,151.96,33.84,32.19,152.23,151.07,"Vallis, valles",mc07,Approved,"Classical river in Hibernia; present Boyne River, Ireland."
Byala,26.23,-25.73,-66.47,-25.51,-25.96,-66.23,-66.71,"Crater, craters",mc18,Approved,Town in Bulgaria.
Byrd,123.27,-65.22,127.83,-64.18,-66.26,130.32,125.35,"Crater, craters",mc30,Approved,Richard Edwin; American aviator-explorer (1888-1975).
Byske,12.56,-4.97,-33.95,-4.87,-5.08,-33.85,-34.06,"Crater, craters",mc19,Approved,Town in Sweden.
Cádiz,1.38,23.15,-49.03,23.16,23.14,-49.02,-49.04,"Crater, craters",mc10,Approved,Spanish port.
Cagli,28.16,4.73,-3.55,4.96,4.5,-3.33,-3.78,"Crater, craters",mc11,Approved,Town in Italy.
Cairns,8.73,23.56,-47.46,23.64,23.49,-47.38,-47.54,"Crater, craters",mc10,Approved,Town in Australia.
Calahorra,34.22,26.46,-38.65,26.75,26.17,-38.33,-38.97,"Crater, craters",mc11,Approved,Town in Spain.
Calamar,7.21,18.27,-54.87,18.34,18.21,-54.8,-54.93,"Crater, craters",mc10,Approved,Town in Colombia.
Calbe,13.14,-25.14,-28.87,-25.03,-25.25,-28.75,-29,"Crater, craters",mc19,Approved,Town in Germany.
Calydon Fossa,351.25,-7.43,-87.98,-7.39,-7.5,-85.03,-90.95,"Fossa, fossae",mc18,Approved,The son of Ares and Astynome.
Camargo,4.77,17.7,109.64,17.74,17.66,109.68,109.6,"Crater, craters",mc14,Approved,Town in Bolivia.
Camichel,65.26,2.26,-51.61,2.82,1.71,-51.07,-52.15,"Crater, craters",mc10,Approved,Henri; French astronomer (1907-2003).
Camiling,21.91,-0.71,-38,-0.53,-0.9,-37.81,-38.18,"Crater, craters",mc19,Approved,Town in the Philippines.
Camiri,31.36,-44.65,-42.17,-44.39,-44.92,-41.79,-42.54,"Crater, craters",mc26,Approved,Town in Bolivia.
Campbell,125.26,-54.25,165.58,-53.2,-55.31,167.39,163.78,"Crater, craters",mc29,Approved,John W.; Canadian physicist (1889-1955). William W.; American astronomer (1862-1938).
Campos,8.25,-21.8,-27.81,-21.73,-21.87,-27.74,-27.89,"Crater, craters",mc19,Approved,Town in Brazil.
Can,8.62,48.21,-14.59,48.28,48.14,-14.48,-14.7,"Crater, craters",mc04,Approved,Town in Turkey.
Canala,12,24.35,-80.08,24.45,24.26,-79.98,-80.18,"Crater, craters",mc10,Approved,Town in New Caledonia.
Cañas,41.52,-31.19,89.86,-30.84,-31.54,90.27,89.45,"Crater, craters",mc28,Approved,Town in Puerto Rico.
Canaveral,3.18,46.83,135.83,46.86,46.8,135.87,135.79,"Crater, craters",mc07,Approved,American launch site.
Canberra,3.1,47.2,132.66,47.23,47.18,132.7,132.62,"Crater, craters",mc07,Approved,Australian tracking site.
Candor,0,2.96,-75,2.96,2.96,-75,-75,Albedo Feature,mc10,Approved,"Means ""Blaze"" or ""White"" in Latin."
Candor Chaos,0,-6.94,-72.58,-6.35,-7.6,-71.7,-73.29,"Chaos, chaoses",mc18,Approved,"From albedo feature at 5N, 75W."
Candor Chasma,810.61,-6.53,-70.78,-4.28,-9.13,-64.03,-77.49,"Chasma, chasmata",mc18,Approved,Classical albedo feature name.
Candor Colles,37.38,-6.63,-75.57,-6.57,-6.67,-75.3,-75.94,"Collis, colles",mc18,Approved,Classical albedo feature name.
Candor Labes,134.94,-4.79,-75.99,-4.44,-5.43,-74.91,-77.15,"Labes, labēs",mc18,Approved,"From classical albedo feature at 5N, 75W."
Candor Mensa,116.56,-6.26,-73.52,-5.33,-7.27,-73.08,-74.37,"Mensa, mensae",mc18,Approved,Classical albedo feature.
Candor Sulci,73.36,-4.92,-76.85,-4.6,-5.43,-76.11,-77.36,"Sulcus, sulci",mc18,Approved,Classical albedo feature name.
Cangwu,13.64,41.85,-89.59,41.96,41.73,-89.43,-89.74,"Crater, craters",mc03,Approved,Town in China.
Canillo,33.93,10.23,116.48,10.51,9.94,116.77,116.19,"Crater, craters",mc14,Approved,Town in Andorra. 
Cankuzo,48.45,-19.42,52.03,-19.01,-19.83,52.47,51.6,"Crater, craters",mc21,Approved,Town in Burundi.
Canso,26.42,21.36,-60.62,21.59,21.14,-60.39,-60.87,"Crater, craters",mc10,Approved,"Town in Nova Scotia, Canada."
Cantoura,51.59,14.84,-51.72,15.17,14.51,-51.27,-52.17,"Crater, craters",mc10,Approved,Town in Venezuela.
Capen,68.99,6.58,14.31,7.16,6,14.9,13.73,"Crater, craters",mc12,Approved,"Charles F., Jr; American astronomer (1926-1986)."
Capri Chasma,1471.56,-8.27,-42.07,-1.87,-15,-34.5,-52.69,"Chasma, chasmata",mc19,Approved,Classical albedo feature name.
Capri Mensa,282.35,-13.73,-47.19,-12.16,-15.14,-44.79,-49.77,"Mensa, mensae",mc18,Approved,Classical albedo feature name.
Capri Montes,265,-19.2,-59.72,-17.09,-21.34,-58.01,-61.35,"Mons, montes",mc18,Approved,"Classical albedo feature, Capri Cornu."
Caralis Chaos,103.35,-37.2,178.6,-36.54,-38.12,179.83,177.64,"Chaos, chaoses",mc29,Approved,"After Caralis Fons, classical albedo feature named after Caralis Lacus, now Beysehir Gölü, in Isauria (Asia Minor)."
Cardona,13.7,-19.65,-31.98,-19.53,-19.76,-31.86,-32.11,"Crater, craters",mc19,Approved,Town in Uruguay.
Cartago,36.57,-23.25,-17.97,-22.94,-23.56,-17.63,-18.3,"Crater, craters",mc19,Approved,Town in Costa Rica.
Casius,0,39.67,100,39.67,39.67,100,100,Albedo Feature,mc06,Approved,Epithet of Zeus; for his two sanctuaries in Egypt/Arabia and Syria.
Cassini,408.23,23.35,32.11,26.8,19.91,35.86,28.36,"Crater, craters",mc12,Approved,Giovanni; Italian astronomer (1625-1712).
Castril,2.19,-14.7,175.3,-14.68,-14.72,175.32,175.28,"Crater, craters",mc23,Approved,Town in Spain.
Catota,1.3,51.67,-26.98,51.68,51.66,-26.96,-26.99,"Crater, craters",mc04,Approved,Village in Angola.
Cave,8.2,21.61,-35.64,21.68,21.55,-35.56,-35.71,"Crater, craters",mc11,Approved,Town in New Zealand.
Cavi Angusti,640.04,-78.16,-74.75,-72.59,-83.17,-50.04,-108.13,"Cavus, cavi",mc30,Approved,Classical albedo feature name.
Caxias,25.88,-28.95,-100.68,-28.74,-29.17,-100.43,-100.93,"Crater, craters",mc17,Approved,Town in Brazil.
Cayon,27.31,-35.93,113.62,-35.72,-36.13,113.9,113.33,"Crater, craters",mc28,Approved,Town in Saint Kitts and Nevis.
Cebrenia,0,49.67,150,49.67,49.67,150,150,Albedo Feature,mc07,Approved,Main country of the Trojan Plain.
Cecropia,0,59.71,40,59.71,59.71,40,40,Albedo Feature,mc05,Approved,Old name for Acropolis; used to mean Athens.
Cefalù,5.53,23.64,-38.89,23.68,23.59,-38.84,-38.94,"Crater, craters",mc11,Approved,Town in Sicily.
Centauri Montes,271,-38.67,95.52,-36.12,-40.49,97.8,94.48,"Mons, montes",mc28,Approved,Albedo feature Centauri Lacus.
Ceraunius,0,19.78,-93,19.78,19.78,-93,-93,Albedo Feature,mc09,Approved,"""Thunderclap""; named for Ceraunii Mountains on coast of Epirus, Greece."
Ceraunius Catena,50.49,37.1,-108.09,37.5,36.7,-107.91,-108.27,"Catena, catenae",mc03,Approved,Named for classical albedo feature at 35N 96W.
Ceraunius Fossae,1166.63,27,-110.15,38.12,18.52,-104.26,-113.05,"Fossa, fossae",mc09,Approved,Classical albedo feature name
Ceraunius Tholus,128.58,24,-97.25,24.83,23.19,-96.07,-98.44,"Tholus, tholi",mc09,Approved,Classical albedo feature name.
Cerberus,0,14.83,155,14.83,14.83,155,155,Albedo Feature,mc15,Approved,Hound who had 3 heads; guarded gates of hell.
Cerberus Dorsa,623.05,-13.74,105.29,-9.18,-18.28,108.78,101.51,"Dorsum, dorsa",mc22,Approved,Classical albedo feature name.
Cerberus Fossae,1235,11.28,166.37,16.16,6.23,174.72,154.43,"Fossa, fossae",mc15,Approved,"From albedo feature at 10n, 212W. Changed from Cerberus Rupes."
Cerberus Palus,466.68,5.78,148.15,8.98,1.03,152.47,144.58,"Palus, paludes",mc15,Approved,Classical albedo feature name.
Cerberus Tholi,698,4.48,164.41,7.94,-0.64,169.63,158.46,"Tholus, tholi",mc15,Approved,Classical albedo feature name.
Cerulli,114.28,32.2,22.12,33.17,31.24,23.26,20.98,"Crater, craters",mc05,Approved,Vicenzo; Italian astronomer (1859-1927).
Ceti Chasma,49.77,-5.03,-68.37,-4.88,-5.22,-67.97,-68.77,"Chasma, chasmata",mc18,Approved,"From albedo feature at 10S, 74W."
Ceti Labes,11.05,-6.78,-75.73,-6.7,-6.86,-75.66,-75.85,"Labes, labēs",mc18,Approved,Classical albedo feature name.
Ceti Mensa,133.95,-5.89,-76.02,-4.96,-6.72,-74.91,-77.19,"Mensa, mensae",mc18,Approved,Albedo feature Ceti Lacus.
Chafe,4.67,15.1,102.41,15.14,15.06,102.45,102.37,"Crater, craters",mc14,Approved,Town in Nigeria.
Chalce,0,-49.67,0,-49.67,-49.67,0,0,Albedo Feature,mc26,Approved,"Old name of island of Khalki, west of Rhodes."
Chalce Fossa,33.97,-51.67,-39.59,-51.57,-51.68,-39.18,-40.04,"Fossa, fossae",mc26,Approved,Albedo name.
Chalce Montes,100,-53.72,-37.65,-53,-54.12,-36.49,-38.58,"Mons, montes",mc26,Approved,Albedo name.
Chalcoporos Rupēs,404.98,-55.64,20.57,-52.21,-59.05,24.51,16.56,"Rupes, rupēs",mc27,Approved,"From albedo feature at 50S, 6W."
Chaman,47.92,-60.86,50.96,-60.46,-61.27,51.79,50.13,"Crater, craters",mc27,Approved,Town in Pakistan.
Chamba,37,14.29,-24.38,14.57,14,-24.06,-24.7,"Crater, craters",mc11,Approved,Town in India.
Chamberlin,120.25,-65.84,-124.29,-64.83,-66.86,-121.8,-126.76,"Crater, craters",mc30,Approved,Thomas C.; American geologist (1843-1928).
Changsŏng,33.54,23.47,-57.34,23.76,23.19,-57.03,-57.65,"Crater, craters",mc10,Approved,Town in the Democratic People's Republic of Korea.
Chapais,36.67,-22.35,-20.55,-22.04,-22.66,-20.21,-20.88,"Crater, craters",mc19,Approved,"Town in Quebec, Canada."
Charis Dorsum,251,-55.86,-41.47,-54.5,-56.26,-38.75,-44.97,"Dorsum, dorsa",mc26,Approved,One of the Graces.
Charitum Montes,933.54,-58.1,-40.29,-52.9,-60.55,-27.37,-54.06,"Mons, montes",mc26,Approved,Classical albedo feature name.
Charleston,1.96,22.63,-47.8,22.64,22.61,-47.78,-47.81,"Crater, craters",mc10,Approved,American colonial town (South Carolina).
Charlier,106.28,-68.56,-168.47,-67.67,-69.46,-166.01,-170.91,"Crater, craters",mc30,Approved,Carl V.; Swedish astronomer (1862-1934).
Charlieu,18.63,38.15,-83.99,38.31,38,-83.79,-84.19,"Crater, craters",mc03,Approved,Town in France.
Charybdis Scopulus,551.26,-24.14,20.08,-19.91,-28.33,21.55,18.53,"Scopulus, scopuli",mc20,Approved,"From albedo feature at 19S, 320W."
Chasma Australe,352.61,-82.35,95.03,-80.04,-85.86,102.53,79.04,"Chasma, chasmata",mc30,Approved,Classical albedo feature name.
Chasma Boreale,459.88,82.54,-47.64,85.07,79.3,-16.2,-59.38,"Chasma, chasmata",mc01,Approved,Classical albedo feature name.
Chatturat,7.84,35.38,-94.94,35.44,35.32,-94.88,-95.01,"Crater, craters",mc03,Approved,Town in Thailand.
Chauk,9.97,23.35,-55.91,23.44,23.27,-55.82,-56,"Crater, craters",mc10,Approved,Town in Burma.
Cheb,8.28,-24.2,-19.44,-24.13,-24.27,-19.37,-19.52,"Crater, craters",mc19,Approved,Town in Czechoslovakia.
Chefu,11.27,-22.91,112.24,-22.82,-23.01,112.35,112.14,"Crater, craters",mc22,Approved,Town in Mozambique.
Chekalin,87.78,-24.28,-26.81,-23.53,-25.02,-26,-27.62,"Crater, craters",mc19,Approved,Town in Russia.
Chersonesus,0,-49.67,100,-49.67,-49.67,100,100,Albedo Feature,mc28,Approved,Gallipoli Peninsula.
Chia,91.91,1.57,-59.65,2.35,0.8,-58.87,-60.42,"Crater, craters",mc10,Approved,Town in Spain.
Chico Valles,446.35,-66.77,-152.23,-65.02,-70.45,-141.99,-158.69,"Vallis, valles",mc30,Approved,River in Argentina.
Chimbote,62.86,-1.42,-39.68,-0.89,-1.95,-39.15,-40.21,"Crater, craters",mc19,Approved,Town in Peru.
Chincoteague,34.03,41.2,124.12,41.49,40.92,124.5,123.74,"Crater, craters",mc07,Approved,"Town in Virginia, USA."
Chinju,65.71,-4.52,-42.14,-3.96,-5.07,-41.59,-42.7,"Crater, craters",mc19,Approved,Town in the Republic of Korea.
Chinook,18.1,22.5,-55.46,22.66,22.35,-55.3,-55.63,"Crater, craters",mc10,Approved,"Town in Alberta, Canada."
Chive,9.1,21.68,-56.01,21.76,21.61,-55.93,-56.09,"Crater, craters",mc10,Approved,Town in Bolivia.
Choctaw,23.96,-41.19,-37.24,-40.98,-41.39,-36.97,-37.5,"Crater, craters",mc26,Approved,"Town in Ohio, USA."
Chom,5.58,38.57,-2.52,38.62,38.53,-2.45,-2.58,"Crater, craters",mc04,Approved,Town in China (Tibet).
Choyr,36.42,-32.43,18.72,-32.12,-32.74,19.06,18.38,"Crater, craters",mc27,Approved,Town in Mongolia.
Chronius Mons,56.14,-61.49,178.01,-61.02,-61.96,178.74,177.21,"Mons, montes",mc29,Approved,Classical albedo feature name.
Chrysas Mensa,167,-6.77,-70.1,-6.32,-7.27,-68.88,-71.67,"Mensa, mensae",mc18,Approved,"Classical albedo feature name, Chrysas."
Chryse,0,9.88,-30,9.88,9.88,-30,-30,Albedo Feature,mc11,Approved,Island rich in gold; region of Thailand/Malacca.
Chryse Chaos,658.89,9.86,-37.19,15.74,4.82,-31.75,-41.7,"Chaos, chaoses",mc11,Approved,Classical albedo feature name. 
Chryse Colles,48.66,8.15,-41.86,8.28,7.57,-41.45,-42.27,"Collis, colles",mc11,Approved,Classical albedo feature name.
Chryse Planitia,1542.44,28.43,-40.31,39.61,14.85,-26.07,-54.77,"Planitia, planitiae",mc11,Approved,Classical albedo feature name.
Chrysokeras,0,-49.67,-110,-49.67,-49.67,-110,-110,Albedo Feature,mc25,Approved,"""Golden Horn""; Byzantine Peninsula (now Turkey), or its inlet."
Chukhung,45,38.47,-72.42,38.85,38.07,-71.91,-72.91,"Crater, craters",mc03,Approved,Village in Nepal.
Chupadero,8.04,6.13,83.43,6.2,6.07,83.5,83.37,"Crater, craters",mc13,Approved,"Village in New Mexico, USA."
